silencing,dropout,prior,rep,method,#branches,#FN,#FP,#TP,FN_rate,FP_rate,TP_rate,parsimony-score,time,normalized-parsimony-score
0,100,04,03,startle_nni,209,124,138,71,0.635897,0.660287,0.339713,2063.44,4.91,1.168875897854213400403326309
0,100,04,03,laml,160,127,92,68,0.651282,0.575,0.425,2061.01,1187.92,1.167499376883511204767407609
0,100,04,03,paup,211,48,64,147,0.246154,0.303318,0.696682,1743.87,64.08,0.9878492284684929644483719666
0,100,04,03,star_cdp,204,55,64,140,0.282051,0.313725,0.686275,1741.44,78.70,0.9864727074977907688124532663
0,100,04,03,paup-sc,140,72,17,123,0.369231,0.121429,0.878571,1801.11,,1.020273944667255794983345796
0,100,04,03,star_cdp-sc,149,67,21,128,0.34359,0.14094,0.85906,,,
0,100,04,03,ground-truth,249,0,0,249,0.0,0.0,1.0,1765.32,,1
0,100,04,04,cassiopeia_greedy,225,160,189,36,0.816327,0.84,0.16,2636.66,7.43,1.532505274660125894367302338
0,100,04,04,startle_nni,220,126,150,70,0.642857,0.681818,0.318182,1947.57,6.48,1.131985655249376631076030666
0,100,04,04,laml,158,128,90,68,0.653061,0.56962,0.43038,1945.13,810.48,1.130567454620486024330278002
0,100,04,04,paup,217,60,81,136,0.306122,0.373272,0.626728,1697.63,59.55,0.9867130875506396433574156200
0,100,04,04,star_cdp,213,57,74,139,0.290816,0.347418,0.652582,1695.19,76.25,0.9852948869217490366116629565
0,100,04,04,paup-sc,142,82,28,114,0.418367,0.197183,0.802817,1813.42,,1.054013682148690198722456974
0,100,04,04,star_cdp-sc,153,77,34,119,0.392857,0.222222,0.777778,,,
0,100,04,04,ground-truth,249,0,0,249,0.0,0.0,1.0,1720.49,,1
0,100,04,05,cassiopeia_greedy,226,154,187,39,0.797927,0.827434,0.172566,2784.74,5.98,1.575774380099817792917689931
0,100,04,05,startle_nni,210,113,130,80,0.585492,0.619048,0.380952,2006.48,4.78,1.135387784203438168422720431
0,100,04,05,laml,162,117,86,76,0.606218,0.530864,0.469136,2006.35,840.00,1.135314222337909258609567569
0,100,04,05,paup,217,41,65,152,0.212435,0.299539,0.700461,1755.44,57.04,0.9933341632620726338543022374
0,100,04,05,star_cdp,220,46,73,147,0.238342,0.331818,0.668182,1753.01,75.09,0.9919591222371860888853679791
0,100,04,05,paup-sc,157,61,25,132,0.316062,0.159236,0.840764,1780.38,,1.007446724233541947239166601
